listing_id,title,make,model,description,manufactured,original_reg_date,reg_date,type_of_vehicle,category,transmission,curb_weight,power,fuel_type,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,opc_scheme,lifespan,eco_category,features,accessories,indicative_price,price,combined,bert_vector
1327337,Toyota Hiace 3.0M DX,,hiace,very well maintained by premium owner! no repair needed! high loan and high trade in! bank loan available! call us for appointment to view!,2016.0,,06-sep-2016,van,-,manual,1760.0,,diesel,2982.0,3.0,15500.0,5591,,1147.0,,29761.0,1489.0,,05-sep-2036,uncategorized,view specs of the toyota hiace,,,31800.0,title: Toyota Hiace 3.0M DX make:  model: hiace features: view specs of the toyota hiace accessories: ,"[-0.15426919 -0.04100958  0.796785   ... -0.8712486  -0.7651239
  0.14679722]"
1327082,Nissan Cabstar 3.0M,nissan,cabstar,"1 owner,comes with retractable canopy and checker plate, good engine and gearbox. low maintenance, diesel fuel, 100% loan, high trade in, no extra charges fast call friendly salesgirl for viewing",2015.0,,02-sep-2015,truck,premium ad car,manual,1800.0,,diesel,2953.0,1.0,15180.0,50002,,5206.0,,25089.0,1255.0,,01-sep-2035,uncategorized,view specs of the nissan cabstar,,,15800.0,title: Nissan Cabstar 3.0M make: nissan model: cabstar features: view specs of the nissan cabstar accessories: ,"[-0.28199065 -0.01417693  0.9671257  ... -0.88420093 -0.77192664
  0.04288317]"
1322170,Honda S2000 2.0M (COE till 11/2028),honda,s2000,"excellent condition. ppi evaluation is welcomed. bank and in house loan available. trade in welcome. appointment based only, viewing available daily. call now.",2008.0,,06-nov-2008,sports car,"coe car, consignment car",manual,1270.0,177.0,,1997.0,6.0,40320.0,32121,1815.0,13614.0,176000.0,38328.0,38328.0,,,uncategorized,"2l f20c 4 cylinder inline 16 valve dohc vtec engine, 6 speed gearbox, 240bhp with 208 nm of torque. view specs of the honda s2000","new brake rotors, new michelin sports tires.",,170888.0,"title: Honda S2000 2.0M (COE till 11/2028) make: honda model: s2000 features: 2l f20c 4 cylinder inline 16 valve dohc vtec engine, 6 speed gearbox, 240bhp with 208 nm of torque. view specs of the honda s2000 accessories: new brake rotors, new michelin sports tires.","[-0.34628037 -0.23693946  0.724947   ... -0.51185226 -0.758163
  0.4764108 ]"
1308375,Mercedes-Benz C-Class C180 Exclusive,mercedes-benz,c180,low depreciation. well maintained. accident free. no repair needed. high loan approval rate with low interest rate. high trade in offer. buy with peace of mind. must view the car to appreciate. call us for a viewing now!,2016.0,,13-may-2016,luxury sedan,"parf car, premium ad car, low mileage car, sgcarmart warranty cars",auto,1425.0,115.0,,1595.0,4.0,19710.0,55001,740.0,30742.0,78000.0,35589.0,36825.0,,,uncategorized,1.6l 4 cylinders inline turbocharged engine. 7g-tronic gearbox with paddle shifters. producing 154bhp and 250nm. view specs of the mercedes-benz c-class saloon,bluetooth audio. reverse camera. 360 sensors. parking assist. led auto headlights with drl. keyless entry and start/stop. electric tailgate.,,56000.0,title: Mercedes-Benz C-Class C180 Exclusive make: mercedes-benz model: c180 features: 1.6l 4 cylinders inline turbocharged engine. 7g-tronic gearbox with paddle shifters. producing 154bhp and 250nm. view specs of the mercedes-benz c-class saloon accessories: bluetooth audio. reverse camera. 360 sensors. parking assist. led auto headlights with drl. keyless entry and start/stop. electric tailgate.,"[-0.19067511 -0.347584    0.74515504 ... -0.7049201  -0.60629624
 -0.00970945]"
1272892,Volvo V40 T4,volvo,v40,"volvo v40 t4, a car with super low mileage! and it's a only 1 owner vehicle! it's been well looked after and driven minimally, ensuring reliability and longevity. it's powered by turbocharged engine, delivers great balance of power and fuel efficiency. this vehicle also combines luxury, performance and safety in one impressive package. book yourself a test drive to explore more about this vehicle.",2018.0,,29-aug-2019,hatchback,"parf car, premium ad car",auto,1441.0,140.0,,1969.0,1.0,15180.0,39889,1176.0,38703.0,65404.0,22799.0,23919.0,,,uncategorized,"2.0l turbocharged inline 4 cylinder engine, 187 horsepower, 6 speed automatic transmission, front wheel drive  and keyless entry and ignition! view specs of the volvo v40","factory fitted volvo sensus infotainment system, bluetooth connectivity, leather upholstery, electric driver's seat, automatic led headlights.",,91000.0,"title: Volvo V40 T4 make: volvo model: v40 features: 2.0l turbocharged inline 4 cylinder engine, 187 horsepower, 6 speed automatic transmission, front wheel drive  and keyless entry and ignition! view specs of the volvo v40 accessories: factory fitted volvo sensus infotainment system, bluetooth connectivity, leather upholstery, electric driver's seat, automatic led headlights.","[-0.2704773  -0.17352134  0.761586   ... -0.65139675 -0.4598226
 -0.0316359 ]"
1302862,Hyundai Elantra 1.6A GLS,hyundai,elantra,0,2017.0,,02-nov-2017,mid-sized sedan,"parf car, premium ad car",auto,1345.0,93.0,,1591.0,2.0,15980.0,41761,738.0,21893.0,123000.0,11960.0,11960.0,,,uncategorized,"1.6l dohc dual cvvt engine, 6 speed automatic transmission, front wheel drive, keyless entry. view specs of the hyundai elantra","factory fitted audio system, sports rims, leather seats, front and back camera.",,60000.0,"title: Hyundai Elantra 1.6A GLS make: hyundai model: elantra features: 1.6l dohc dual cvvt engine, 6 speed automatic transmission, front wheel drive, keyless entry. view specs of the hyundai elantra accessories: factory fitted audio system, sports rims, leather seats, front and back camera.","[-0.13561045  0.09548214  0.5139007  ... -0.6908354  -0.48986703
  0.0010004 ]"
1304262,Volkswagen Golf GTI 5DR Sunroof (COE till 12/2030),volkswagen,golf,"very rare unit, engine untouch. comes with very nice 3 digit number plate. superb well maintained by owner. all wear and tear replaced. very healthy engine and gearbox. showroom condition interior to exterior. bank and in house loan available! 100% loan and high trade in available, call for a non obligation viewing appointment. consignment unit, arrange for a viewing today!",2010.0,,01-jun-2011,sports car,"coe car, premium ad car",auto,1339.0,155.0,,1984.0,4.0,16310.0,40714,1552.0,26659.0,,33242.0,33242.0,,,uncategorized,"2.0l turbocharged engine, 6 speed wet dsg auto with paddle shifters, cruise control, multi function steering wheel, auto headlights and sunroof. view specs of the volkswagen golf","lta approved invidia exhaust, ap racing pro 5000 brake kit, coilover suspension, defi turbo meter, big screen android player, reverse sensor.",,106800.0,"title: Volkswagen Golf GTI 5DR Sunroof (COE till 12/2030) make: volkswagen model: golf features: 2.0l turbocharged engine, 6 speed wet dsg auto with paddle shifters, cruise control, multi function steering wheel, auto headlights and sunroof. view specs of the volkswagen golf accessories: lta approved invidia exhaust, ap racing pro 5000 brake kit, coilover suspension, defi turbo meter, big screen android player, reverse sensor.","[-0.3235858  -0.19773759  0.7741537  ... -0.40954533 -0.6707353
 -0.05167423]"
1326224,Toyota Harrier Hybrid 2.5A Premium,toyota,harrier,"head turner with ton of upgrade. 8pot front and rear 6pot bbk stp full car soundproof titan tinted film new full car ppf new android head unit with 360 cam blackvue 970 front and rear cam carbon bonnet, robson carbon steering, robson carbon mirror cover, genuine bodykit. summit full under carriage bar. view to believe note: number plate, rims and sound system will be retain by owner.",2021.0,,27-aug-2021,suv,"parf car, direct owner sale, hybrid cars",auto,1665.0,160.0,petrol-electric,2487.0,2.0,25680.0,61001,1784.0,68692.0,60000.0,40927.0,34298.0,,,uncategorized,view specs of the toyota harrier hybrid,,,198000.0,title: Toyota Harrier Hybrid 2.5A Premium make: toyota model: harrier features: view specs of the toyota harrier hybrid accessories: ,"[-0.32598245 -0.07623257  0.82024205 ... -0.90718615 -0.8290326
  0.10593575]"
1308503,Honda Vezel 1.5A X,honda,vezel,"full loan/bank loan available, superbly well maintained unit. all wear and tear done up. drive with a peace of mind! workshop check/sta evaluation welcome. trade in/consignment available for your ride. viewing available in our showroom daily strictly by appointment only. contact us today.",2016.0,,28-feb-2017,suv,"parf car, premium ad car",auto,1190.0,96.0,,1496.0,2.0,16270.0,49430,682.0,20341.0,,21160.0,11624.0,,,uncategorized,"1.5l 4 cylinders inline dohc i-vtec engine, 7 speed cvt automatic transmission, 128bhp, traction control, abs.","leather seats. touch screen dvd player/bluetooth. eco mode. retractable mirrors. led auto headlights. daytime light. reverse camera, 18"" rims",,49800.0,"title: Honda Vezel 1.5A X make: honda model: vezel features: 1.5l 4 cylinders inline dohc i-vtec engine, 7 speed cvt automatic transmission, 128bhp, traction control, abs. accessories: leather seats. touch screen dvd player/bluetooth. eco mode. retractable mirrors. led auto headlights. daytime light. reverse camera, 18"" rims","[-0.34852183 -0.01344356  0.80792415 ... -0.562309   -0.67317355
 -0.12374598]"
1303660,Hyundai Getz 1.1M 5DR (COE till 10/2028),hyundai,getz,0,2008.0,,12-nov-2008,hatchback,"coe car, low mileage car",manual,1122.0,48.0,,1086.0,1.0,9090.0,30284,663.0,13267.0,130000.0,7890.0,7890.0,,,uncategorized,efficient yet punchy 1.1l 3 cylinder in line 12 valve sohc petrol engine with 65bhp mated to a 5 speed manual transmission. view specs of the hyundai getz,"leather seats, sports rims, knockdown rear seat, pioneer player, reverse sensor, auto window.",,39800.0,"title: Hyundai Getz 1.1M 5DR (COE till 10/2028) make: hyundai model: getz features: efficient yet punchy 1.1l 3 cylinder in line 12 valve sohc petrol engine with 65bhp mated to a 5 speed manual transmission. view specs of the hyundai getz accessories: leather seats, sports rims, knockdown rear seat, pioneer player, reverse sensor, auto window.","[-0.20031913 -0.1065626   0.59004164 ... -0.38244203 -0.73380375
  0.06827533]"
1301049,Mercedes-Benz C-Class C180 (COE till 02/2032),mercedes-benz,c180,clean and neat interior. well maintained.,2012.0,,02-jan-2013,luxury sedan,"coe car, direct owner sale",auto,1485.0,115.0,,1595.0,3.0,12040.0,56670,888.0,43706.0,,30160.0,25160.0,,,uncategorized,"responsive 1.6l blue efficiency turbocharged engine, 7g-tronic transmission, sports/eco function, cruise control, steering control, abs, srs airbags. view specs of the mercedes-benz c-class saloon","sports rims, leather seats, reverse camera and sensors, retractable side mirrors with indicators, fog lamps, dual climatic aircon.",,92888.0,"title: Mercedes-Benz C-Class C180 (COE till 02/2032) make: mercedes-benz model: c180 features: responsive 1.6l blue efficiency turbocharged engine, 7g-tronic transmission, sports/eco function, cruise control, steering control, abs, srs airbags. view specs of the mercedes-benz c-class saloon accessories: sports rims, leather seats, reverse camera and sensors, retractable side mirrors with indicators, fog lamps, dual climatic aircon.","[-0.28153557 -0.07638655  0.8189399  ... -0.3298296  -0.56280863
  0.03997298]"
1318439,Tesla Model 3 Electric Performance,tesla,model,"1 owner unit, fully maintained by tesla singapore. 5 year warranty with 8 year battery warranty. mint condition. viewing by appointment only. contact us today!",2021.0,,20-sep-2021,luxury sedan,"parf car, consignment car, electric cars",auto,1844.0,377.0,electric,,1.0,16090.0,62600,5384.0,88663.0,87000.0,73264.0,58876.0,,,uncategorized,"dual electric motors, 505bhp, 78kwh and 660nm torque, top speed of 261km/h, awd, keyless entry/start. view specs of the tesla model s electric","original tesla steering. sentry mode, 15"" touch screen display, panoramic roof, gps, electric tail gate.",,143800.0,"title: Tesla Model 3 Electric Performance make: tesla model: model features: dual electric motors, 505bhp, 78kwh and 660nm torque, top speed of 261km/h, awd, keyless entry/start. view specs of the tesla model s electric accessories: original tesla steering. sentry mode, 15"" touch screen display, panoramic roof, gps, electric tail gate.","[-0.40271074 -0.0620133   0.79465544 ... -0.76241165 -0.4933828
  0.25010663]"
1261606,BMW 4 Series 430i Gran Coupe M-Sport Sunroof,bmw,430i,0,2016.0,,18-nov-2016,luxury sedan,"parf car, premium ad car, low mileage car",auto,1540.0,185.0,,1998.0,3.0,26250.0,56206,1210.0,48636.0,63000.0,47372.0,58321.0,,,uncategorized,2.0l 16v inline 4 cylinder twinpower turbocharged engine churning out 241bhp at maximum torque of 400nm. 0-100 km/h in 6.2 seconds. top speed 250km/h. view specs of the bmw 4 series gran coupe,"19"" rims, sunroof, keyless entry, navigation, harman kardon system, m-sport package, m aerodynamic package,m-sport brakes,m-sport adaptive suspension.",,92888.0,"title: BMW 4 Series 430i Gran Coupe M-Sport Sunroof make: bmw model: 430i features: 2.0l 16v inline 4 cylinder twinpower turbocharged engine churning out 241bhp at maximum torque of 400nm. 0-100 km/h in 6.2 seconds. top speed 250km/h. view specs of the bmw 4 series gran coupe accessories: 19"" rims, sunroof, keyless entry, navigation, harman kardon system, m-sport package, m aerodynamic package,m-sport brakes,m-sport adaptive suspension.","[-0.38206494 -0.1632905   0.65210176 ... -0.53596056 -0.44986853
  0.13840505]"
1270388,Mitsubishi Fuso Canter FEA01,mitsubishi,canter,"mitsubishi freezer truck with 1 owner, new paintwork, wear and tear parts replaced no repairs needed! 100% loan and insurance available call us right now!",2019.0,,31-may-2019,truck,-,manual,2380.0,,diesel,2998.0,1.0,14080.0,23280,,11544.0,,29628.0,1482.0,,30-may-2039,uncategorized,,reverse camera and front recording camera.,,69800.0,title: Mitsubishi Fuso Canter FEA01 make: mitsubishi model: canter features:  accessories: reverse camera and front recording camera.,"[-0.18496785 -0.14680377  0.37351507 ... -0.30907488 -0.70590454
  0.12435733]"
1316791,Honda Shuttle 1.5A G,honda,shuttle,"spacious interior and fuel efficiency, trade in welcome! high/full loan available! immediate transfer of ownership! please call us now for viewing and enquiry.",2018.0,,28-feb-2019,stationwagon,"parf car, premium ad car, low mileage car",auto,1130.0,97.0,,1496.0,2.0,14240.0,26301,682.0,19110.0,47000.0,19924.0,9924.0,,,uncategorized,"fuel efficient 1.5l dohc 16v earth dreams i-vtec engine, 7 speed cvt, abs, srs airbags, keyless entry/start/stop, retractable side mirrors. view specs of the honda shuttle","led headlights with drl, reverse camera/sensors, bluetooth, leather seats, multi function steering wheel, knockdown rear seats.",,70800.0,"title: Honda Shuttle 1.5A G make: honda model: shuttle features: fuel efficient 1.5l dohc 16v earth dreams i-vtec engine, 7 speed cvt, abs, srs airbags, keyless entry/start/stop, retractable side mirrors. view specs of the honda shuttle accessories: led headlights with drl, reverse camera/sensors, bluetooth, leather seats, multi function steering wheel, knockdown rear seats.","[-0.42892516 -0.20205134  0.7872493  ... -0.50126785 -0.77046967
  0.26189625]"
1289201,Mercedes-Benz GLA-Class GLA180 Urban Edition,mercedes-benz,gla180,"cnc unit with full agent record, roadtax renewed till aug 2024, well taken care unit, view to believe, gla45 body kitted, gla45 front & rear brakes, bilstien b12 suspension, too many to list! viewing strictly via appointment, attractive bank loans & in house loan available, trade in welcome, contact us for a non-obligation discussion today.",2017.0,,07-feb-2018,suv,"parf car, premium ad car",auto,1435.0,90.0,,1595.0,2.0,18470.0,41400,740.0,35452.0,73000.0,28082.0,31315.0,,,uncategorized,"1.6l 4 cylinder turbo charged engine, 7g-dct auto transmission, cruise control, turbo muffle delete, gfb dv+, k&n drop in air intake view specs of the mercedes-benz gla-class","factory fitted audio system, memory seat, reverse camera/sensors, electric handbrake, bluetooth, amg flat steering wheel, amg sport pedal",,83000.0,"title: Mercedes-Benz GLA-Class GLA180 Urban Edition make: mercedes-benz model: gla180 features: 1.6l 4 cylinder turbo charged engine, 7g-dct auto transmission, cruise control, turbo muffle delete, gfb dv+, k&n drop in air intake view specs of the mercedes-benz gla-class accessories: factory fitted audio system, memory seat, reverse camera/sensors, electric handbrake, bluetooth, amg flat steering wheel, amg sport pedal","[-0.21437377 -0.00913324  0.7704332  ... -0.3793763  -0.60128886
 -0.19703323]"
1322689,Isuzu CYZ52K Tipper (COE till 08/2027),isuzu,cyz52k,,2012.0,,10-oct-2012,truck,coe car,manual,11800.0,,diesel,15681.0,1.0,25730.0,26442,,16155.0,,102219.0,5111.0,,09-oct-2032,uncategorized,very nice and good condition. low mileage. new spray painting. once coe expire still can renew 5 more years.,,,78600.0,title: Isuzu CYZ52K Tipper (COE till 08/2027) make: isuzu model: cyz52k features: very nice and good condition. low mileage. new spray painting. once coe expire still can renew 5 more years. accessories: ,"[-0.25526154 -0.306766    0.81883943 ... -0.4921904  -0.8329782
  0.01600359]"
1304992,Jaguar XE Diesel 2.0A Prestige,jaguar,xe,"the jaguar xe 2.0 i4d tss is a blend of luxury and performance. it features a powerful 2.0l turbocharged diesel engine delivering dynamic driving with impressive fuel efficiency. its sleek design is complemented by a plush, tech-rich interior, including advanced infotainment and safety systems. with agile handling, premium comfort, and cutting-edge technology.",2016.0,,31-may-2017,luxury sedan,"parf car, premium ad car, sgcarmart warranty cars",auto,1574.0,132.0,diesel,1999.0,3.0,15580.0,53001,1812.0,35748.0,142017.0,36762.0,33467.0,,,uncategorized,"jaguar xe 2.0 i4d tss: sleek design, powerful 2.0l engine, advanced safety features, luxurious interior, state-of-the-art tech. view specs of the jaguar xe","brembo 4 pot big brake kit, new p zero 4 tyre and rim, carbon fiber steering wheel.",,62800.0,"title: Jaguar XE Diesel 2.0A Prestige make: jaguar model: xe features: jaguar xe 2.0 i4d tss: sleek design, powerful 2.0l engine, advanced safety features, luxurious interior, state-of-the-art tech. view specs of the jaguar xe accessories: brembo 4 pot big brake kit, new p zero 4 tyre and rim, carbon fiber steering wheel.","[-0.5126084  -0.29339302  0.77330303 ... -0.5395403  -0.5155443
  0.37794858]"
